n_test_main,illicit,B,thresh_m1,thresh_m2,pr_auc_diff_point,pr_auc_diff_ci,f1_diff_point,f1_diff_ci,roc_auc_diff_point,roc_auc_diff_ci,h1_supported
760531,906,1000,0.9579981881141687,0.9533845419883794,-0.02205818995540823,"[-0.0394822499886331, -0.006448303309071923]",-0.008716339810992083,"[-0.02415565826912572, 0.007021171441187325]",-0.005783198038709303,"[-0.008886502214629017, -0.0024543387596447697]",False
